chapter	sentence_id	token_id	token	target
baskervilles02	129	11	baskerville	O
baskervilles02	130	2	exception	O
baskervilles02	130	4	mr.	O
baskervilles02	130	5	frankland	O
baskervilles02	130	8	lafter	O
baskervilles02	130	9	hall	O
baskervilles02	130	12	mr.	O
baskervilles02	130	13	stapleton	O
baskervilles02	130	16	naturalist	O
baskervilles02	130	20	no	B-NEG
baskervilles02	130	22	men	O
baskervilles02	130	24	education	O
baskervilles02	130	25	within	O
baskervilles02	130	26	many	O
baskervilles02	130	27	miles	O
baskervilles02	131	0	sir	O
baskervilles02	131	1	charles	O
baskervilles02	131	4	retiring	O
baskervilles02	131	5	man	O
baskervilles02	131	9	chance	O
baskervilles02	131	12	illness	O
baskervilles02	131	13	brought	O
baskervilles02	131	14	us	O
baskervilles02	131	15	together	O
baskervilles02	131	19	community	O
baskervilles02	131	21	interests	O
baskervilles02	131	23	science	O
baskervilles02	131	24	kept	O
baskervilles02	131	25	us	O
baskervilles02	132	2	brought	O
baskervilles02	132	3	back	O
baskervilles02	132	4	much	O
baskervilles02	132	5	scientific	O
baskervilles02	132	6	information	O
baskervilles02	132	8	south	O
baskervilles02	132	9	africa	O
baskervilles02	132	12	many	O
baskervilles02	132	14	charming	O
baskervilles02	132	15	evening	O
baskervilles02	132	18	spent	O
baskervilles02	132	19	together	O
baskervilles02	132	20	discussing	O
baskervilles02	132	22	comparative	O
baskervilles02	132	23	anatomy	O
baskervilles02	132	26	bushman	O
baskervilles02	132	29	hottentot	O
baskervilles02	133	1	within	O
baskervilles02	133	3	last	O
baskervilles02	133	5	months	O
baskervilles02	133	7	became	O
baskervilles02	133	8	increasingly	O
baskervilles02	133	9	plain	O
baskervilles02	133	13	sir	O
baskervilles02	133	14	charles	O
baskervilles02	133	15	's	O
baskervilles02	133	16	nervous	O
baskervilles02	133	17	system	O
baskervilles02	133	19	strained	O
baskervilles02	133	22	breaking	O
baskervilles02	133	23	point	O
baskervilles02	134	2	taken	O
baskervilles02	134	4	legend	O
baskervilles02	134	8	read	O
baskervilles02	134	10	exceedingly	O
baskervilles02	134	12	heart	O
baskervilles02	134	15	much	O
baskervilles02	134	19	although	O
baskervilles02	134	21	would	O
baskervilles02	134	22	walk	O
baskervilles02	134	26	grounds	O
baskervilles02	134	28	nothing	B-NEG
baskervilles02	134	29	would	O
baskervilles02	134	30	induce	O
baskervilles02	134	33	go	O
baskervilles02	134	35	upon	O
baskervilles02	134	37	moor	O
baskervilles02	134	39	night	O
baskervilles02	135	0	incredible	O
baskervilles02	135	3	may	O
baskervilles02	135	4	appear	O
baskervilles02	135	8	mr.	O
baskervilles02	135	9	holmes	O
baskervilles02	135	13	honestly	O
baskervilles02	135	14	convinced	O
baskervilles02	135	17	dreadful	O
baskervilles02	135	18	fate	O
baskervilles02	135	19	overhung	O
baskervilles02	135	21	family	O
baskervilles02	135	24	certainly	O
baskervilles02	135	26	records	O
baskervilles02	135	30	able	O
baskervilles02	135	32	give	O
baskervilles02	135	35	ancestors	O
baskervilles02	135	37	not	B-NEG
baskervilles02	135	38	encouraging	O
baskervilles02	136	1	idea	O
baskervilles02	136	4	ghastly	O
baskervilles02	136	5	presence	O
baskervilles02	136	6	constantly	O
baskervilles02	136	7	haunted	O
baskervilles02	136	13	than	O
baskervilles02	136	14	one	O
baskervilles02	136	15	occasion	O
baskervilles02	136	18	asked	O
baskervilles02	136	20	whether	O
baskervilles02	136	25	medical	O
baskervilles02	136	26	journeys	O
baskervilles02	136	28	night	O
baskervilles02	136	29	ever	O
baskervilles02	136	30	seen	O
baskervilles02	136	32	strange	O
baskervilles02	136	33	creature	O
baskervilles02	136	35	heard	O
baskervilles02	136	37	baying	O
baskervilles02	136	40	hound	O
baskervilles02	137	1	latter	O
baskervilles02	137	2	question	O
baskervilles02	137	4	put	O
baskervilles02	137	7	several	O
baskervilles02	137	8	times	O
baskervilles02	137	11	always	O
baskervilles02	137	14	voice	O
baskervilles02	137	16	vibrated	O
baskervilles02	137	18	excitement	O
baskervilles02	138	3	well	O
baskervilles02	138	4	remember	O
baskervilles02	138	5	driving	O
baskervilles02	138	9	house	O
baskervilles02	138	12	evening	O
baskervilles02	138	14	three	O
baskervilles02	138	15	weeks	O
baskervilles02	138	18	fatal	O
baskervilles02	138	19	event	O
baskervilles02	139	1	chanced	O
baskervilles02	139	6	hall	O
baskervilles02	139	7	door	O
baskervilles02	140	2	descended	O
baskervilles02	140	5	gig	O
baskervilles02	140	8	standing	O
baskervilles02	140	10	front	O
baskervilles02	140	16	saw	O
baskervilles02	140	18	eyes	O
baskervilles02	140	19	fix	O
baskervilles02	140	23	shoulder	O
baskervilles02	140	25	stare	O
baskervilles02	140	26	past	O
baskervilles02	140	30	expression	O
baskervilles02	140	34	dreadful	O
baskervilles02	140	35	horror	O
baskervilles02	141	1	whisked	O
baskervilles02	141	2	round	O
baskervilles02	141	6	time	O
baskervilles02	141	8	catch	O
baskervilles02	141	10	glimpse	O
baskervilles02	141	12	something	O
baskervilles02	141	15	took	O
baskervilles02	141	19	large	O
baskervilles02	141	20	black	O
baskervilles02	141	21	calf	O
baskervilles02	141	22	passing	O
baskervilles02	141	25	head	O
baskervilles02	141	28	drive	O
baskervilles02	142	1	excited	O
baskervilles02	142	3	alarmed	O
baskervilles02	142	9	compelled	O
baskervilles02	142	11	go	O
baskervilles02	142	15	spot	O
baskervilles02	142	18	animal	O
baskervilles02	142	22	look	O
baskervilles02	142	23	around	O
baskervilles02	143	2	gone	O
baskervilles02	143	4	however	O
baskervilles02	143	8	incident	O
baskervilles02	143	9	appeared	O
baskervilles02	143	11	make	O
baskervilles02	143	13	worst	O
baskervilles02	143	14	impression	O
baskervilles02	143	15	upon	O
baskervilles02	143	17	mind	O
baskervilles02	144	1	stayed	O
baskervilles02	144	6	evening	O
baskervilles02	144	13	occasion	O
baskervilles02	144	16	explain	O
baskervilles02	144	18	emotion	O
baskervilles02	144	22	shown	O
baskervilles02	144	26	confided	O
baskervilles02	144	29	keeping	O
baskervilles02	144	31	narrative	O
baskervilles02	144	34	read	O
baskervilles02	144	38	first	O
baskervilles02	144	40	came	O
baskervilles02	145	1	mention	O
baskervilles02	145	3	small	O
baskervilles02	145	4	episode	O
baskervilles02	145	7	assumes	O
baskervilles02	145	9	importance	O
baskervilles02	145	11	view	O
baskervilles02	145	14	tragedy	O
baskervilles02	145	16	followed	O
baskervilles02	145	21	convinced	O
baskervilles02	145	24	time	O
baskervilles02	145	27	matter	O
baskervilles02	145	29	entirely	O
baskervilles02	145	30	trivial	O
baskervilles02	145	34	excitement	O
baskervilles02	145	36	no	B-NEG
baskervilles02	145	37	justification	O
baskervilles02	146	5	advice	O
baskervilles02	146	7	sir	O
baskervilles02	146	8	charles	O
baskervilles02	146	12	go	O
baskervilles02	146	14	london	O
baskervilles02	147	1	heart	O
baskervilles02	147	5	knew	O
baskervilles02	147	7	affected	O
baskervilles02	147	11	constant	O
baskervilles02	147	12	anxiety	O
baskervilles02	147	16	lived	O
baskervilles02	147	18	however	O
baskervilles02	147	19	chimerical	O
baskervilles02	147	21	cause	O
baskervilles02	147	24	might	O
baskervilles02	147	28	evidently	O
baskervilles02	147	31	serious	O
baskervilles02	147	32	effect	O
baskervilles02	147	33	upon	O
baskervilles02	147	35	health	O
baskervilles02	148	1	thought	O
baskervilles02	148	5	months	O
baskervilles02	148	6	among	O
baskervilles02	148	8	distractions	O
baskervilles02	148	10	town	O
baskervilles02	148	11	would	O
baskervilles02	148	12	send	O
baskervilles02	148	14	back	O
baskervilles02	148	16	new	O
baskervilles02	148	17	man	O
baskervilles02	149	0	mr.	O
baskervilles02	149	1	stapleton	O
baskervilles02	149	4	mutual	O
baskervilles02	149	5	friend	O
baskervilles02	149	8	much	O
baskervilles02	149	9	concerned	O
baskervilles02	149	12	state	O
baskervilles02	149	14	health	O
baskervilles02	149	20	opinion	O
baskervilles02	150	2	last	O
baskervilles02	150	3	instant	O
baskervilles02	150	4	came	O
baskervilles02	150	6	terrible	O
baskervilles02	150	7	catastrophe	O
baskervilles02	151	3	night	O
baskervilles02	151	5	sir	O
baskervilles02	151	6	charles	O
baskervilles02	151	7	's	O
baskervilles02	151	8	death	O
baskervilles02	151	9	barrymore	O
baskervilles02	151	11	butler	O
baskervilles02	151	14	made	O
baskervilles02	151	16	discovery	O
baskervilles02	151	18	sent	O
baskervilles02	151	19	perkins	O
baskervilles02	151	21	groom	O
baskervilles02	151	23	horseback	O
baskervilles02	151	31	sitting	O
baskervilles02	151	33	late	O
baskervilles02	151	36	able	O
baskervilles02	151	38	reach	O
baskervilles02	151	39	baskerville	O
baskervilles02	151	40	hall	O
baskervilles02	151	41	within	O
baskervilles02	151	43	hour	O
baskervilles02	151	46	event	O
baskervilles02	152	1	checked	O
baskervilles02	152	3	corroborated	O
baskervilles02	152	6	facts	O
baskervilles02	152	9	mentioned	O
baskervilles02	152	12	inquest	O
baskervilles02	153	1	followed	O
baskervilles02	153	3	footsteps	O
baskervilles02	153	6	yew	O
baskervilles02	153	7	alley	O
baskervilles02	153	10	saw	O
baskervilles02	153	12	spot	O
baskervilles02	153	15	moor-gate	O
baskervilles02	153	18	seemed	O
baskervilles02	153	21	waited	O
baskervilles02	153	24	remarked	O
baskervilles02	153	26	change	O
baskervilles02	153	29	shape	O
baskervilles02	153	32	prints	O
baskervilles02	153	35	point	O
baskervilles02	153	38	noted	O
baskervilles02	153	42	no	B-NEG
baskervilles02	153	44	footsteps	O
baskervilles02	153	45	save	O
baskervilles02	153	48	barrymore	O
baskervilles02	153	51	soft	O
baskervilles02	153	52	gravel	O
baskervilles02	153	55	finally	O
baskervilles02	153	57	carefully	O
baskervilles02	153	58	examined	O
baskervilles02	153	60	body	O
baskervilles02	153	64	not	B-NEG
baskervilles02	153	66	touched	O
baskervilles02	153	69	arrival	O
baskervilles02	154	0	sir	O
baskervilles02	154	1	charles	O
baskervilles02	154	2	lay	O
baskervilles02	154	5	face	O
baskervilles02	154	8	arms	O
baskervilles02	154	12	fingers	O
baskervilles02	154	13	dug	O
baskervilles02	154	16	ground	O
baskervilles02	154	20	features	O
baskervilles02	154	21	convulsed	O
baskervilles02	154	24	strong	O
baskervilles02	154	25	emotion	O
baskervilles02	154	29	extent	O
baskervilles02	154	32	could	O
baskervilles02	154	33	hardly	O
baskervilles02	154	35	sworn	O
baskervilles02	154	38	identity	O
baskervilles02	155	2	certainly	O
baskervilles02	155	3	no	B-NEG
baskervilles02	155	4	physical	O
baskervilles02	155	5	injury	O
baskervilles02	155	8	kind	O
baskervilles02	156	1	one	O
baskervilles02	156	2	false	O
baskervilles02	156	3	statement	O
baskervilles02	156	5	made	O
baskervilles02	156	7	barrymore	O
baskervilles02	156	10	inquest	O
baskervilles02	157	1	said	O
baskervilles02	157	5	no	B-NEG
baskervilles02	157	6	traces	O
baskervilles02	157	7	upon	O
baskervilles02	157	9	ground	O
baskervilles02	157	10	round	O
baskervilles02	157	12	body	O
baskervilles02	158	2	not	B-NEG
baskervilles02	158	3	observe	O
baskervilles02	159	5	little	O
baskervilles02	159	6	distance	O
baskervilles02	159	10	fresh	O
baskervilles02	159	12	clear	O
baskervilles02	160	1	footprints	O
baskervilles02	161	1	footprints	O
baskervilles02	162	2	man	O
baskervilles02	162	3	's	O
baskervilles02	162	6	woman	O
baskervilles02	162	7	's	O
baskervilles02	163	0	dr.	O
baskervilles02	163	1	mortimer	O
baskervilles02	163	2	looked	O
baskervilles02	163	3	strangely	O
baskervilles02	163	5	us	O
baskervilles02	163	8	instant	O
baskervilles02	163	12	voice	O
baskervilles02	163	13	sank	O
baskervilles02	163	14	almost	O
baskervilles02	163	17	whisper	O
baskervilles02	163	20	answered	O
baskervilles02	164	1	mr.	O
baskervilles02	164	2	holmes	O
baskervilles02	164	7	footprints	O
baskervilles02	164	10	gigantic	O
baskervilles02	164	11	hound	O
baskervilles03	0	0	chapter	O
baskervilles03	0	3	problem	O
baskervilles03	1	1	confess	O
baskervilles03	1	4	words	O
baskervilles03	1	6	shudder	O
baskervilles03	1	7	passed	O
baskervilles03	2	3	thrill	O
baskervilles03	2	6	doctor	O
baskervilles03	2	7	's	O
baskervilles03	2	8	voice	O
baskervilles03	2	10	showed	O
baskervilles03	2	15	deeply	O
baskervilles03	2	16	moved	O
baskervilles03	2	21	told	O
baskervilles03	2	22	us	O
baskervilles03	3	0	holmes	O
baskervilles03	3	1	leaned	O
baskervilles03	3	2	forward	O
baskervilles03	3	5	excitement	O
baskervilles03	3	8	eyes	O
baskervilles03	3	11	hard	O
baskervilles03	3	13	dry	O
baskervilles03	3	14	glitter	O
baskervilles03	3	16	shot	O
baskervilles03	3	22	keenly	O
baskervilles03	3	23	interested	O
baskervilles03	4	2	saw	O
baskervilles03	5	2	clearly	O
baskervilles03	5	5	see	O
baskervilles03	6	3	said	O
baskervilles03	6	4	nothing	B-NEG
baskervilles03	7	4	use	O
baskervilles03	8	5	no	B-NEG
baskervilles03	8	6	one	O
baskervilles03	8	7	else	O
baskervilles03	8	8	saw	O
baskervilles03	9	2	marks	O
baskervilles03	9	5	twenty	O
baskervilles03	9	6	yards	O
baskervilles03	9	9	body	O
baskervilles03	9	11	no	B-NEG
baskervilles03	9	12	one	O
baskervilles03	9	13	gave	O
baskervilles03	9	16	thought	O
baskervilles03	10	2	n't	B-NEG
baskervilles03	10	3	suppose	O
baskervilles03	10	7	done	O
baskervilles03	10	11	not	B-NEG
baskervilles03	10	12	known	O
baskervilles03	10	14	legend	O
baskervilles03	11	3	many	O
baskervilles03	11	4	sheep-dogs	O
baskervilles03	11	7	moor	O
baskervilles03	12	1	no	O
baskervilles03	12	2	doubt	O
baskervilles03	12	7	no	B-NEG
baskervilles03	12	8	sheep-dog	O
baskervilles03	13	2	say	O
baskervilles03	13	5	large	O
baskervilles03	14	1	enormous	O
baskervilles03	15	4	not	B-NEG
baskervilles03	15	5	approached	O
baskervilles03	15	7	body	O
baskervilles03	16	1	no	B-NEG
baskervilles03	17	2	sort	O
baskervilles03	17	4	night	O
baskervilles03	18	1	damp	O
baskervilles03	18	3	raw	O
baskervilles03	19	2	not	B-NEG
baskervilles03	19	3	actually	O
baskervilles03	19	4	raining	O
baskervilles03	20	1	no	B-NEG
baskervilles03	21	4	alley	O
baskervilles03	21	5	like	O
baskervilles03	22	3	two	O
baskervilles03	22	4	lines	O
baskervilles03	22	6	old	O
baskervilles03	22	7	yew	O
baskervilles03	22	8	hedge	O
baskervilles03	22	10	twelve	O
baskervilles03	22	11	feet	O
baskervilles03	22	12	high	O
baskervilles03	22	14	impenetrable	B-NEG
baskervilles03	23	1	walk	O
baskervilles03	23	4	centre	O
baskervilles03	23	7	eight	O
baskervilles03	23	8	feet	O
baskervilles03	23	9	across	O
baskervilles03	24	3	anything	O
baskervilles03	24	6	hedges	O
baskervilles03	24	9	walk	O
baskervilles03	25	1	yes	O
baskervilles03	25	6	strip	O
baskervilles03	25	8	grass	O
baskervilles03	25	10	six	O
baskervilles03	25	11	feet	O
baskervilles03	25	12	broad	O
baskervilles03	25	14	either	O
baskervilles03	25	15	side	O
baskervilles03	26	2	understand	O
baskervilles03	26	5	yew	O
baskervilles03	26	6	hedge	O
baskervilles03	26	8	penetrated	O
baskervilles03	26	10	one	O
baskervilles03	26	11	point	O
baskervilles03	26	14	gate	O
baskervilles03	27	1	yes	O
baskervilles03	27	4	wicket-gate	O
baskervilles03	27	6	leads	O
baskervilles03	27	10	moor	O
baskervilles03	28	5	opening	O
baskervilles03	29	1	none	B-NEG
baskervilles03	30	4	reach	O
baskervilles03	30	6	yew	O
baskervilles03	30	7	alley	O
baskervilles03	30	8	one	O
baskervilles03	30	9	either	O
baskervilles03	30	12	come	O
baskervilles03	30	17	house	O
baskervilles03	30	19	else	O
baskervilles03	30	21	enter	O
baskervilles03	30	25	moor-gate	O
baskervilles03	31	4	exit	O
baskervilles03	31	7	summer-house	O
baskervilles03	31	10	far	O
baskervilles03	31	11	end	O
baskervilles03	32	2	sir	O
baskervilles03	32	3	charles	O
baskervilles03	32	4	reached	O
baskervilles03	33	1	no	B-NEG
baskervilles03	33	4	lay	O
baskervilles03	33	6	fifty	O
baskervilles03	33	7	yards	O
baskervilles03	34	3	tell	O
baskervilles03	34	6	dr.	O
baskervilles03	34	7	mortimer	O
baskervilles03	34	12	important	O
baskervilles03	34	15	marks	O
baskervilles03	34	18	saw	O
baskervilles03	34	22	path	O
baskervilles03	34	24	not	B-NEG
baskervilles03	34	27	grass	O
baskervilles03	35	1	no	B-NEG
baskervilles03	35	2	marks	O
baskervilles03	35	3	could	O
baskervilles03	35	4	show	O
baskervilles03	35	7	grass	O
baskervilles03	36	6	side	O
baskervilles03	36	9	path	O
baskervilles03	36	12	moor-gate	O
baskervilles03	37	1	yes	O
baskervilles03	37	7	edge	O
baskervilles03	37	10	path	O
baskervilles03	37	14	side	O
baskervilles03	37	17	moor-gate	O
baskervilles03	38	2	interest	O
baskervilles03	38	4	exceedingly	O
baskervilles03	39	0	another	O
baskervilles03	39	1	point	O
baskervilles03	40	2	wicket-gate	O
baskervilles03	40	3	closed	O
baskervilles03	41	1	closed	O
baskervilles03	41	3	padlocked	O
baskervilles03	42	2	high	O
baskervilles03	43	2	four	O
baskervilles03	43	3	feet	O
baskervilles03	43	4	high	O
baskervilles03	44	2	anyone	O
baskervilles03	44	3	could	O
baskervilles03	44	5	got	O
baskervilles03	45	1	yes	O
baskervilles03	46	3	marks	O
baskervilles03	46	6	see	O
baskervilles03	46	9	wicket-gate	O
baskervilles03	47	1	none	B-NEG
baskervilles03	47	3	particular	O
baskervilles03	48	1	good	O
baskervilles03	48	2	heaven	O
baskervilles03	49	1	no	B-NEG
baskervilles03	49	2	one	O
baskervilles03	49	3	examine	O
baskervilles03	50	1	yes	O
baskervilles03	50	4	examined	O
baskervilles03	51	2	found	O
baskervilles03	51	3	nothing	B-NEG
baskervilles03	52	5	confused	O
baskervilles03	53	0	sir	O
baskervilles03	53	1	charles	O
baskervilles03	53	3	evidently	O
baskervilles03	53	4	stood	O
baskervilles03	53	7	five	O
baskervilles03	53	9	ten	O
baskervilles03	53	10	minutes	O
baskervilles03	54	4	know	O
baskervilles03	55	3	ash	O
baskervilles03	55	5	twice	O
baskervilles03	55	6	dropped	O
baskervilles03	55	9	cigar	O
baskervilles03	56	1	excellent	O
baskervilles03	57	3	colleague	O
baskervilles03	57	5	watson	O
baskervilles03	57	10	heart	O
baskervilles03	58	2	marks	O
baskervilles03	59	3	left	O
baskervilles03	59	6	marks	O
baskervilles03	59	10	small	O
baskervilles03	59	11	patch	O
baskervilles03	59	13	gravel	O
baskervilles03	60	1	could	O
baskervilles03	60	2	discern	O
baskervilles03	60	3	no	B-NEG
baskervilles03	60	4	others	O
baskervilles03	61	0	sherlock	O
baskervilles03	61	1	holmes	O
baskervilles03	61	2	struck	O
baskervilles03	61	4	hand	O
baskervilles03	61	7	knee	O
baskervilles03	61	10	impatient	B-NEG
baskervilles03	61	11	gesture	O
baskervilles03	62	10	cried	O
baskervilles03	63	3	evidently	O
baskervilles03	63	5	case	O
baskervilles03	63	7	extraordinary	O
baskervilles03	63	8	interest	O
baskervilles03	63	11	one	O
baskervilles03	63	13	presented	O
baskervilles03	63	14	immense	O
baskervilles03	63	15	opportunities	O
baskervilles03	63	18	scientific	O
baskervilles03	63	19	expert	O
baskervilles03	64	1	gravel	O
baskervilles03	64	2	page	O
baskervilles03	64	3	upon	O
baskervilles03	64	6	might	O
baskervilles03	64	8	read	O
baskervilles03	64	10	much	O
baskervilles03	64	13	long	O
baskervilles03	64	14	ere	O
baskervilles03	64	16	smudged	O
baskervilles03	64	19	rain	O
baskervilles03	64	21	defaced	O
baskervilles03	64	24	clogs	O
baskervilles03	64	26	curious	O
baskervilles03	64	27	peasants	O
baskervilles03	65	0	oh	O
baskervilles03	65	2	dr.	O
baskervilles03	65	3	mortimer	O
baskervilles03	65	5	dr.	O
baskervilles03	65	6	mortimer	O
baskervilles03	65	9	think	O
baskervilles03	65	13	not	B-NEG
baskervilles03	65	15	called	O
baskervilles03	66	2	indeed	O
baskervilles03	66	3	much	O
baskervilles03	66	5	answer	O
baskervilles03	67	2	could	O
baskervilles03	67	3	not	B-NEG
baskervilles03	67	4	call	O
baskervilles03	67	8	mr.	O
baskervilles03	67	9	holmes	O
baskervilles03	67	11	without	B-NEG
baskervilles03	67	12	disclosing	O
baskervilles03	67	14	facts	O
baskervilles03	67	17	world	O
baskervilles03	67	22	already	O
baskervilles03	67	23	given	O
baskervilles03	67	25	reasons	O
baskervilles03	67	27	not	B-NEG
baskervilles03	67	28	wishing	O
baskervilles03	68	0	besides	O
baskervilles03	68	2	besides	O
baskervilles03	69	4	hesitate	O
baskervilles03	70	4	realm	O
baskervilles03	70	9	acute	O
baskervilles03	70	12	experienced	O
baskervilles03	70	14	detectives	O
baskervilles03	70	16	helpless	O
baskervilles03	71	2	mean	O
baskervilles03	71	5	thing	O
baskervilles03	71	7	supernatural	O
baskervilles03	72	3	not	B-NEG
baskervilles03	72	4	positively	O
baskervilles03	72	5	say	O
baskervilles03	73	1	no	B-NEG
baskervilles03	73	5	evidently	O
baskervilles03	73	6	think	O
baskervilles03	74	1	since	O
baskervilles03	74	3	tragedy	O
baskervilles03	74	5	mr.	O
baskervilles03	74	6	holmes	O
baskervilles03	74	10	come	O
baskervilles03	74	13	ears	O
baskervilles03	74	14	several	O
baskervilles03	74	15	incidents	O
baskervilles03	74	18	hard	O
baskervilles03	74	20	reconcile	O
baskervilles03	74	23	settled	O
baskervilles03	74	24	order	O
baskervilles03	74	26	nature	O
baskervilles03	75	2	example	O
baskervilles03	76	2	find	O
baskervilles03	76	6	terrible	O
baskervilles03	76	7	event	O
baskervilles03	76	8	occurred	O
baskervilles03	76	9	several	O
baskervilles03	76	10	people	O
baskervilles03	76	12	seen	O
baskervilles03	76	14	creature	O
baskervilles03	76	15	upon	O
baskervilles03	76	17	moor	O
baskervilles03	76	19	corresponds	O
baskervilles03	76	22	baskerville	O
baskervilles03	76	23	demon	O
baskervilles03	76	27	could	O
baskervilles03	76	28	not	B-NEG
baskervilles03	76	29	possibly	O
baskervilles03	76	32	animal	O
baskervilles03	76	33	known	O
baskervilles03	76	35	science	O
baskervilles03	77	2	agreed	O
baskervilles03	77	7	huge	O
baskervilles03	77	8	creature	O
baskervilles03	77	10	luminous	O
baskervilles03	77	12	ghastly	O
baskervilles03	77	15	spectral	O
baskervilles03	78	2	cross-examined	O
baskervilles03	78	4	men	O
baskervilles03	78	6	one	O
baskervilles03	78	10	hard-headed	O
baskervilles03	78	11	countryman	O
baskervilles03	78	13	one	O
baskervilles03	78	15	farrier	O
baskervilles03	78	18	one	O
baskervilles03	78	20	moorland	O
baskervilles03	78	21	farmer	O
baskervilles03	78	25	tell	O
baskervilles03	78	28	story	O
baskervilles03	78	31	dreadful	O
baskervilles03	78	32	apparition	O
baskervilles03	78	34	exactly	O
baskervilles03	78	35	corresponding	O
baskervilles03	78	38	hell-hound	O
baskervilles03	78	41	legend	O
baskervilles03	79	1	assure	O
baskervilles03	79	7	reign	O
baskervilles03	79	9	terror	O
baskervilles03	79	12	district	O
baskervilles03	79	19	hardy	O
baskervilles03	79	20	man	O
baskervilles03	79	23	cross	O
baskervilles03	79	25	moor	O
baskervilles03	79	27	night	O
baskervilles03	80	5	trained	O
baskervilles03	80	6	man	O
baskervilles03	80	8	science	O
baskervilles03	80	10	believe	O
baskervilles03	80	14	supernatural	O
baskervilles03	81	3	not	B-NEG
baskervilles03	81	4	know	O
baskervilles03	81	7	believe	O
baskervilles03	82	0	holmes	O
baskervilles03	82	1	shrugged	O
baskervilles03	82	3	shoulders	O
baskervilles03	83	3	hitherto	O
baskervilles03	83	4	confined	O
baskervilles03	83	6	investigations	O
baskervilles03	83	9	world	O
baskervilles03	83	12	said	O
baskervilles03	84	3	modest	O
baskervilles03	84	4	way	O
baskervilles03	84	7	combated	O
baskervilles03	84	8	evil	O
baskervilles03	84	12	take	O
baskervilles03	84	15	father	O
baskervilles03	84	17	evil	O
baskervilles03	84	19	would	O
baskervilles03	84	21	perhaps	O
baskervilles03	84	25	ambitious	O
baskervilles03	84	27	task	O
baskervilles03	85	0	yet	O
baskervilles03	85	2	must	O
baskervilles03	85	3	admit	O
baskervilles03	85	6	footmark	O
baskervilles03	85	8	material	O
baskervilles03	86	2	original	O
baskervilles03	86	3	hound	O
baskervilles03	86	5	material	O
baskervilles03	86	6	enough	O
baskervilles03	86	8	tug	O
baskervilles03	86	10	man	O
baskervilles03	86	11	's	O
baskervilles03	86	12	throat	O
baskervilles03	86	16	yet	O
baskervilles03	86	19	diabolical	O
baskervilles03	86	21	well	O
baskervilles03	87	2	see	O
baskervilles03	87	6	quite	O
baskervilles03	87	7	gone	O
baskervilles03	87	11	supernaturalists	O
baskervilles03	88	3	dr.	O
baskervilles03	88	4	mortimer	O
baskervilles03	88	6	tell	O
baskervilles03	89	2	hold	O
baskervilles03	89	4	views	O
baskervilles03	89	9	come	O
baskervilles03	89	11	consult	O
baskervilles03	90	1	tell	O
baskervilles03	90	6	breath	O
baskervilles03	90	10	useless	B-NEG
baskervilles03	90	12	investigate	O
baskervilles03	90	13	sir	O
baskervilles03	90	14	charles	O
baskervilles03	90	15	's	O
baskervilles03	90	16	death	O
baskervilles03	90	21	desire	O
baskervilles03	91	3	not	B-NEG
baskervilles03	91	4	say	O
baskervilles03	91	7	desired	O
baskervilles03	92	6	assist	O
baskervilles03	93	2	advising	O
baskervilles03	93	11	sir	O
baskervilles03	93	12	henry	O
baskervilles03	93	13	baskerville	O
baskervilles03	93	16	arrives	O
baskervilles03	93	18	waterloo	O
baskervilles03	93	19	station	O
baskervilles03	93	22	dr.	O
baskervilles03	93	23	mortimer	O
baskervilles03	93	24	looked	O
baskervilles03	93	27	watch	O
baskervilles03	93	31	exactly	O
baskervilles03	93	32	one	O
baskervilles03	93	33	hour	O
baskervilles03	93	36	quarter	O
baskervilles03	94	4	heir	O
baskervilles03	95	1	yes	O
baskervilles03	96	2	death	O
baskervilles03	96	4	sir	O
baskervilles03	96	5	charles	O
baskervilles03	96	7	inquired	O
baskervilles03	96	10	young	O
baskervilles03	96	11	gentleman	O
baskervilles03	96	13	found	O
baskervilles03	96	18	farming	O
baskervilles03	96	20	canada	O
baskervilles03	97	2	accounts	O
baskervilles03	97	5	reached	O
baskervilles03	97	6	us	O
baskervilles03	97	10	excellent	O
baskervilles03	97	11	fellow	O
baskervilles03	97	13	every	O
baskervilles03	97	14	way	O
baskervilles03	98	1	speak	O
baskervilles03	98	3	not	B-NEG
baskervilles03	98	6	medical	O
baskervilles03	98	7	man	O
baskervilles03	98	11	trustee	O
baskervilles03	98	13	executor	O
baskervilles03	98	15	sir	O
baskervilles03	98	16	charles	O
baskervilles03	98	17	's	O
baskervilles03	99	3	no	B-NEG
baskervilles03	99	5	claimant	O
baskervilles03	99	8	presume	O
baskervilles03	100	1	none	B-NEG
baskervilles03	101	3	kinsman	O
baskervilles03	101	8	able	O
baskervilles03	101	10	trace	O
baskervilles03	101	12	rodger	O
baskervilles03	101	13	baskerville	O
baskervilles03	101	16	youngest	O
baskervilles03	101	18	three	O
baskervilles03	101	19	brothers	O
baskervilles03	101	22	poor	O
baskervilles03	101	23	sir	O
baskervilles03	101	24	charles	O
baskervilles03	101	27	elder	O
baskervilles03	102	1	second	O
baskervilles03	102	2	brother	O
baskervilles03	102	5	died	O
baskervilles03	102	6	young	O
baskervilles03	102	10	father	O
baskervilles03	102	13	lad	O
baskervilles03	102	14	henry	O
baskervilles03	103	1	third	O
baskervilles03	103	3	rodger	O
baskervilles03	103	7	black	O
baskervilles03	103	8	sheep	O
baskervilles03	103	11	family	O
baskervilles03	104	1	came	O
